street	city	price	sqms	sqmp	rooms	dos	qos	yoc	lon	lat
Nordvangsparken 15	3460 Birkerød	3634100	140	25958	6	2017-04-18	2017.2	1968-01-01	12.423749	55.82821999999999
Tornevangsvej 56	3460 Birkerød	3e6	126	23810	5	2017-04-12	2017.2	1964-01-01	12.411994	55.844282
Skovvang 9	3460 Birkerød	34e5	124	27419	4	2017-04-03	2017.2	1967-01-01	12.44045	55.855069
Carl Plougs Vej 54	3460 Birkerød	57e5	200	28500	6	2017-03-30	2017.1	1970-01-01	12.461178	55.862921
Teglværksvej 54	3460 Birkerød	29e5	175	16571	7	2017-03-29	2017.1	1971-01-01	12.412084	55.846761
Pilegårdsparken 85	3460 Birkerød	46e5	197	23350	6	2017-03-28	2017.1	1967-01-01	12.405093	55.842477
Vagtelvej 18A	3460 Birkerød	3475e3	120	28958	3	2017-03-16	2017.1	1964-01-01	12.4431	55.84835
Henrik Gerners Vej 4	3460 Birkerød	28e5	68	41176	3	2017-03-15	2017.1	1738-01-01	12.428834	55.840801
Mosevangen 3	3460 Birkerød	405e4	193	20984	4	2017-03-14	2017.1	1958-01-01	12.4202839	55.8396353
Ludvig Jensens Vej 9	3460 Birkerød	585e4	187	31283	5	2017-03-02	2017.1	1933-01-01	12.4158326	55.8445964
Lindebo 7	3460 Birkerød	3625e3	161	22516	5	2017-02-26	2017.1	1960-01-01	12.422431	55.834857
Furesøbakken 2	3460 Birkerød	1075e4	289	37197	8	2017-02-26	2017.1	1980-01-01	12.431126	55.81604799999999
Solbjærget 9	3460 Birkerød	38e5	93	40860	4	2017-02-23	2017.1	1952-01-01	12.4314647	55.855453
Kløvervænget 4	3460 Birkerød	475e4	162	29321	6	2017-02-22	2017.1	1956-01-01	12.418264	55.837255999999996
Bistrupvej 57	3460 Birkerød	36e5	234	15385	6	2017-02-22	2017.1	1900-01-01	12.4307175	55.83419120000001
Bregnebakken 8	3460 Birkerød	45e5	151	29801	5	2017-02-20	2017.1	1989-01-01	12.4328936	55.8232368
Kajerødvej 87	3460 Birkerød	4775e3	146	32705	6	2017-02-17	2017.1	1947-01-01	12.4213106	55.8391853
Birkebakken 82	3460 Birkerød	535e4	156	34295	4	2017-02-14	2017.1	1956-01-01	12.444523	55.826593
Birkebakken 69	3460 Birkerød	615e4	199	30905	6	2017-02-06	2017.1	1954-01-01	12.4430624	55.8267316
Slåenbakken 28	3460 Birkerød	475e4	189	25132	7	2017-02-01	2017.1	1960-01-01	12.428017	55.820999
Munkerisparken 6	3460 Birkerød	3505e3	161	21770	4	2017-01-27	2017.1	1973-01-01	12.422396	55.832637
Plantagevej 13	3460 Birkerød	4e6	192	20833	7	2017-01-24	2017.1	1949-01-01	12.427267	55.823906
Biskop Svanes Vej 44	3460 Birkerød	455e4	256	17773	8	2017-01-23	2017.1	1967-01-01	12.450646	55.846574
Marianelundsvej 5	3460 Birkerød	435e4	135	32222	6	2017-01-20	2017.1	1950-01-01	12.447015	55.84545300000001
Carinavænget 4	3460 Birkerød	355e4	128	27734	4	2017-01-20	2017.1	1970-01-01	12.416504	55.84634430000001
Carinaparken 67	3460 Birkerød	1875e3	181	10359	6	2017-01-18	2017.1	1966-01-01	12.4139792	55.8472239
Fredensvej 13	3460 Birkerød	52e5	156	33333	7	2017-01-13	2017.1	2012-01-01	12.438613	55.843324
Lerbakken 13	3460 Birkerød	42e5	188	22340	6	2017-01-12	2017.1	1968-01-01	12.4183	55.846031
Nobisvej 26	3460 Birkerød	486e4	225	21600	7	2017-01-12	2017.1	1978-01-01	12.447087	55.839949
Hasselbakken 16	3460 Birkerød	3225e3	151	21358	5	2017-01-11	2017.1	1959-01-01	12.430761	55.822055
Ravnsnæsvej 105	3460 Birkerød	865e4	169	51183	5	2017-01-09	2017.1	1965-01-01	12.449463	55.853782
Lindehøj Vænge 13	3460 Birkerød	33e5	163	20245	7	2017-01-05	2017.1	1963-01-01	12.4225816	55.8529922
Egebakken 4	3460 Birkerød	64e5	177	36158	9	2017-01-04	2017.1	1955-01-01	12.4406625	55.82512149999999
Granbakken 2	3460 Birkerød	3e6	179	16760	7	2016-12-29	2016.4	1963-01-01	12.442808	55.828075
Eskemosegårds Alle 23	3460 Birkerød	4e6	132	30303	4	2016-12-27	2016.4	1973-01-01	12.4412495	55.8525169
Vandtårnsvej 16B	3460 Birkerød	635e4	264	24053	7	2016-12-23	2016.4	1963-01-01	12.442845	55.84492299999999
Furesøparkalle 33	3460 Birkerød	52e5	173	30058	5	2016-12-18	2016.4	1989-01-01	12.435951	55.822045
Carinaparken 64	3460 Birkerød	49e5	197	24873	6	2016-12-16	2016.4	1975-01-01	12.416321	55.8516004
Hestkøb Alle 2	3460 Birkerød	435e4	146	29795	4	2016-12-15	2016.4	1978-01-01	12.4213375	55.836398
Hestkøb Vænge 71	3460 Birkerød	408e4	136	3e4	4	2016-12-13	2016.4	1973-01-01	12.4157767	55.83463459999999
Bregnerødvej 52	3460 Birkerød	375e4	124	30242	4	2016-12-12	2016.4	1983-01-01	12.417309	55.8386493
Birkebakken 34B	3460 Birkerød	4e6	156	25641	6	2016-12-08	2016.4	1963-01-01	12.435319	55.82538899999999
Hyrebakken 15	3460 Birkerød	29e5	158	18354	2	2016-12-05	2016.4	1814-01-01	12.366629	55.84478859999999
Kløvervænget 13	3460 Birkerød	3705e3	150	24700	6	2016-11-30	2016.4	1956-01-01	12.4176105	55.8368469
Stenhøjgårdsvej 78	3460 Birkerød	52e5	230	22609	7	2016-11-30	2016.4	1972-01-01	12.41846	55.85767000000001
Trenkærvang 12	3460 Birkerød	415e4	159	26101	4	2016-11-28	2016.4	1954-01-01	12.422042	55.847689
Mosevangen 11	3460 Birkerød	2e6	125	16e3	4	2016-11-28	2016.4	1964-01-01	12.4183903	55.8397729
Turistvej 202	3460 Birkerød	388e4	153	25359	6	2016-11-27	2016.4	1962-01-01	12.425269	55.81845
Skovvang 30	3460 Birkerød	435e4	129	33721	5	2016-11-25	2016.4	1968-01-01	12.442741	55.857837
Ludvig Jensens Vej 7A	3460 Birkerød	3350012	126	26587	4	2016-11-25	2016.4	1959-01-01	12.4155978	55.8442802
Carinaparken 55	3460 Birkerød	48e5	148	32432	5	2016-11-21	2016.4	1967-01-01	12.414209	55.846396
Langkærgårdsvej 18	3460 Birkerød	41e5	172	23837	4	2016-11-20	2016.4	1956-01-01	12.4293464	55.8249451
Hestkøb Vænge 51	3460 Birkerød	485e4	191	25393	5	2016-11-18	2016.4	1973-01-01	12.4160467	55.8338469
Hestkøb Vænge 23	3460 Birkerød	38e5	163	23313	4	2016-11-15	2016.4	1972-01-01	12.4146227	55.8336969
Damgårdsvej 25	3460 Birkerød	845e4	174	48563	5	2016-11-13	2016.4	2014-01-01	12.423708	55.818305
Bistrupvej 71	3460 Birkerød	1237500	83	14910	3	2016-11-13	2016.4	1955-01-01	12.430094	55.832431
Ydervang 14	3460 Birkerød	45e5	154	29221	5	2016-11-13	2016.4	1966-01-01	12.445763	55.856584
Rørsangervej 25	3460 Birkerød	378e4	150	25200	7	2016-11-11	2016.4	1966-01-01	12.449052	55.85004499999999
Vibeengen 18	3460 Birkerød	4637500	180	25764	5	2016-11-07	2016.4	1960-01-01	12.4453367	55.8483874
Manenvej 18	3460 Birkerød	4225e3	142	29754	6	2016-11-06	2016.4	1963-01-01	12.4214727	55.8456944
Vestervang 42	3460 Birkerød	1825e3	141	12943	5	2016-11-04	2016.4	1977-01-01	12.4173718	55.8474066
Bøgebakken 2	3460 Birkerød	2995e3	113	26504	3	2016-11-04	2016.4	1957-01-01	12.4410399	55.828124
Plantagevej 57	3460 Birkerød	365e4	129	28295	5	2016-11-02	2016.4	1967-01-01	12.42821	55.818835
Stavnsholt Gydevej 130	3460 Birkerød	615e4	170	36176	6	2016-11-01	2016.4	2012-01-01	12.375882	55.833078
Bistrupvej 93	3460 Birkerød	29e5	136	21324	7	2016-10-27	2016.4	1958-01-01	12.4300208	55.83070470000001
Stenhøj Vænge 8	3460 Birkerød	37e5	198	18687	9	2016-10-24	2016.4	1968-01-01	12.4178342	55.85423489999999
Lindehøj Vænge 21	3460 Birkerød	4e6	185	21622	7	2016-10-17	2016.4	1960-01-01	12.4247506	55.8531202
Gyvelbakken 3	3460 Birkerød	27e5	104	25962	4	2016-10-13	2016.4	1958-01-01	12.428029	55.823318
Rolighedsvej 19	3460 Birkerød	4695e3	141	33298	4	2016-10-03	2016.4	1990-01-01	12.4255225	55.8430182
Abildlunden 27	3460 Birkerød	4395e3	186	23629	3	2016-10-03	2016.4	1969-01-01	12.424363	55.819221
Bakkevej 25A	3460 Birkerød	435e4	180	24167	5	2016-10-03	2016.4	1980-01-01	12.430368	55.85095399999999
Vagtelvej 17	3460 Birkerød	662e4	206	32136	7	2016-10-02	2016.4	1954-01-01	12.445459	55.847736
Skovgårdskrogen 2	3460 Birkerød	255e4	122	20902	4	2016-09-29	2016.3	1960-01-01	12.4285653	55.8319529
Gyvelbakken 31	3460 Birkerød	374e4	111	33694	4	2016-09-27	2016.3	1961-01-01	12.432446	55.824867
Stenhøjgårdsvej 33H	3460 Birkerød	411e4	134	30672	5	2016-09-26	2016.3	1997-01-01	12.4181501	55.8564452
Rønnebærvej 1	3460 Birkerød	2525e3	124	20363	4	2016-09-22	2016.3	1910-01-01	12.4227655	55.8500918
Furesøparkalle 37	3460 Birkerød	5005e3	136	36801	5	2016-09-21	2016.3	1970-01-01	12.435811	55.821725
Vandtårnsvej 25	3460 Birkerød	1425e3	164	8689	4	2016-09-21	2016.3	1975-01-01	12.4439499	55.845306
Ravnsnæsvej 74	3460 Birkerød	2345e3	141	16631	4	2016-09-19	2016.3	1961-01-01	12.4453404	55.85117040000001
Høsterkøbvej 10	3460 Birkerød	45e5	255	17647	7	2016-09-16	2016.3	1807-01-01	12.470064	55.85500099999999
Rørmosevej 31	3460 Birkerød	34e5	112	30357	4	2016-09-16	2016.3	1963-01-01	12.44812	55.84909099999999
Fredensvej 15	3460 Birkerød	55e5	169	32544	5	2016-09-15	2016.3	1927-01-01	12.438755	55.843131
Ravnsnæsvej 19B	3460 Birkerød	415e4	166	25e3	5	2016-09-13	2016.3	2000-01-01	12.437758	55.846135
Rørmosevej 20	3460 Birkerød	375e4	149	25168	6	2016-09-11	2016.3	1961-01-01	12.4468834	55.8495231
Gyvelbakken 11	3460 Birkerød	52e5	180	28889	6	2016-09-09	2016.3	1978-01-01	12.42887	55.823798
Carinaparken 60	3460 Birkerød	4725e3	196	24107	4	2016-09-06	2016.3	1973-01-01	12.4163084	55.8513208
Tornevangsvej 92	3460 Birkerød	49e5	147	33333	3	2016-09-01	2016.3	1970-01-01	12.407705	55.84494
Hestkøbvej 2	3460 Birkerød	365e4	81	45062	4	2016-08-31	2016.3	1952-01-01	12.42226	55.83782
Bregnebakken 4	3460 Birkerød	41e5	117	35043	4	2016-08-30	2016.3	1957-01-01	12.432243	55.82329
Nyvej 4	3460 Birkerød	56e5	155	36129	6	2016-08-29	2016.3	1902-01-01	12.425843	55.839131
Kirsebærlunden 24	3460 Birkerød	3625e3	161	22516	4	2016-08-28	2016.3	1968-01-01	12.4240359	55.823492
Bistrupgårdsvej 6	3460 Birkerød	3495e3	118	29619	5	2016-08-25	2016.3	1949-01-01	12.4373345	55.8272589
Carinaparken 40	3460 Birkerød	3895e3	167	23323	5	2016-08-25	2016.3	1970-01-01	12.416119	55.849031
Skovgårdskrogen 30	3460 Birkerød	305e4	116	26293	4	2016-08-22	2016.3	1960-01-01	12.42633	55.83232
Gammelhave 6	3460 Birkerød	3e6	83	36145	2	2016-08-19	2016.3	1987-01-01	12.42308	55.838777
Fredensvej 12	3460 Birkerød	42e5	152	27632	6	2016-08-19	2016.3	1959-01-01	12.43751	55.84331899999999
Nordvangsparken 62	3460 Birkerød	132e4	186	7097	7	2016-08-19	2016.3	2017-01-01	12.421849	55.828228
Damgårdsvej 5	3460 Birkerød	129e5	210	61429	8	2016-08-17	2016.3	1936-01-01	12.426718	55.81749199999999
Peder Mathiasens Vej 10	3460 Birkerød	4015e3	144	27882	4	2016-08-15	2016.3	1930-01-01	12.418364	55.843305
Tornevangsvej 21	3460 Birkerød	32e5	140	22857	5	2016-08-06	2016.3	1986-01-01	12.4102998	55.8440922
Damgårdsvej 27	3460 Birkerød	8985e3	172	52238	6	2016-08-01	2016.3	1962-01-01	12.423422	55.81851
Skovgårdsvej 27	3460 Birkerød	4595e3	101	45495	4	2016-07-24	2016.3	1961-01-01	12.425805	55.832344
Hasselbakken 11	3460 Birkerød	315e4	94	33511	4	2016-07-20	2016.3	1958-01-01	12.430882	55.82270800000001
Bakkevej 15D	3460 Birkerød	45e5	172	26163	4	2016-07-18	2016.3	1980-01-01	12.4289264	55.8497362
Rolighedsvej 12	3460 Birkerød	73e5	392	18622	11	2016-07-11	2016.3	1860-01-01	12.425575	55.842079
Nordvanggårdsvej 40	3460 Birkerød	49e5	269	18216	7	2016-07-09	2016.3	1976-01-01	12.428334	55.82704409999999
Mosevangen 33	3460 Birkerød	305e4	125	24400	4	2016-07-06	2016.3	1961-01-01	12.4169434	55.8405475
Ferskengangen 14	3460 Birkerød	3945e3	165	23909	7	2016-07-04	2016.3	1960-01-01	12.42423	55.822246
Lindevangsvej 17C	3460 Birkerød	4175e3	208	20072	4	2016-07-04	2016.3	1977-01-01	12.424787	55.834575
Fuglesangsvej 29	3460 Birkerød	67e5	207	32367	7	2016-06-30	2016.2	2006-01-01	12.42041	55.849856
Bakkevej 51	3460 Birkerød	32e5	85	37647	3	2016-06-30	2016.2	1945-01-01	12.4321576	55.8534072
Ferskengangen 3	3460 Birkerød	436e4	158	27595	6	2016-06-23	2016.2	1960-01-01	12.4263454	55.8219473
Bistrupvej 145A	3460 Birkerød	385e4	143	26923	5	2016-06-23	2016.2	1968-01-01	12.425329	55.82476
Abildgårdsparken 23	3460 Birkerød	314e4	135	23259	5	2016-06-22	2016.2	1968-01-01	12.419989	55.825421
Birkebakken 18	3460 Birkerød	391e4	128	30547	5	2016-06-15	2016.2	1966-01-01	12.43255	55.825862
Ellebakken 4	3460 Birkerød	38e5	141	26950	5	2016-06-13	2016.2	1957-01-01	12.433339	55.825391
Bøgebakken 1B	3460 Birkerød	3905e3	199	19623	8	2016-06-10	2016.2	1950-01-01	12.4416444	55.827974
Kajerød Have 63	3460 Birkerød	1575e3	131	12023	4	2016-06-07	2016.2	1973-01-01	12.42404	55.854053
Pilegårdsparken 44	3460 Birkerød	58e5	210	27619	5	2016-06-01	2016.2	1967-01-01	12.4101964	55.84333549999999
Stenløkken 55	3460 Birkerød	41e5	139	29496	4	2016-05-31	2016.2	1973-01-01	12.4214386	55.858327
Ferskengangen 16	3460 Birkerød	416e4	135	30815	5	2016-05-30	2016.2	1961-01-01	12.42397	55.822199
Abildgårdsparken 18	3460 Birkerød	35e5	169	20710	6	2016-05-26	2016.2	1968-01-01	12.420792	55.825291
Stenløkken 9	3460 Birkerød	48e5	188	25532	7	2016-05-25	2016.2	1973-01-01	12.4229209	55.8571136
Ravnsnæsvej 16A	3460 Birkerød	415e4	148	28041	5	2016-05-24	2016.2	1997-01-01	12.439327	55.843996
Thorsvej 13	3460 Birkerød	55e5	215	25581	6	2016-05-17	2016.2	1920-01-01	12.4308136	55.8476971
Odinsvej 1	3460 Birkerød	325e4	192	16927	6	2016-05-12	2016.2	1934-01-01	12.4311273	55.8462198
Bistrupvej 151	3460 Birkerød	405e4	207	19565	4	2016-05-12	2016.2	1939-01-01	12.424209	55.824369
Solbjærget 21	3460 Birkerød	405e4	93	43548	4	2016-05-12	2016.2	1952-01-01	12.4313825	55.85654299999999
Bistrup Hegnsvej 5	3460 Birkerød	5495e3	125	43960	4	2016-05-10	2016.2	1946-01-01	12.431536	55.83446799999999
Birkebakken 60	3460 Birkerød	34e5	86	39535	3	2016-05-09	2016.2	1954-01-01	12.4408283	55.8257625
Frejasvej 5	3460 Birkerød	29e5	110	26364	5	2016-05-09	2016.2	1948-01-01	12.434138	55.845679
Rørsangervej 19	3460 Birkerød	32e5	180	17778	8	2016-05-06	2016.2	1967-01-01	12.449145	55.849647
Tornevangsvej 11B	3460 Birkerød	27e5	84	32143	3	2016-05-02	2016.2	1960-01-01	12.412959	55.84361699999999
Carinaparken 23	3460 Birkerød	1875e3	130	14423	4	2016-05-02	2016.2	1965-01-01	12.413879	55.84536199999999
Lerbakken 14	3460 Birkerød	34e5	161	21118	7	2016-04-29	2016.2	1961-01-01	12.417359	55.845688
Fuglesangsvej 23	3460 Birkerød	335e4	109	30734	3	2016-04-28	2016.2	1960-01-01	12.420491	55.85041099999999
Mosevangen 39	3460 Birkerød	45e5	166	27108	6	2016-04-28	2016.2	1964-01-01	12.4170887	55.8392752
Bistrupvej 81	3460 Birkerød	2865e3	103	27816	3	2016-04-27	2016.2	1948-01-01	12.4302905	55.831392
Gyvelbakken 32	3460 Birkerød	33e5	183	18033	7	2016-04-25	2016.2	1960-01-01	12.434336	55.824562
Carinaparken 49	3460 Birkerød	4995e3	182	27445	6	2016-04-24	2016.2	1967-01-01	12.4141414	55.84598949999999
Storevang 25	3460 Birkerød	31e5	115	26957	5	2016-04-21	2016.2	1964-01-01	12.443452	55.85521
Bistrupvej 91	3460 Birkerød	315e4	123	25610	4	2016-04-15	2016.2	1958-01-01	12.430335	55.830815
Carl Plougs Vej 40	3460 Birkerød	1818234	153	11884	6	2016-04-15	2016.2	1969-01-01	12.458797	55.862934
Bakkevej 18A	3460 Birkerød	41e5	141	29078	6	2016-04-12	2016.2	1917-01-01	12.4318284	55.85057219999999
Stenløkken 88	3460 Birkerød	435e4	191	22775	5	2016-04-11	2016.2	1973-01-01	12.423646	55.858838
Bakkevej 43	3460 Birkerød	3461e3	140	24721	6	2016-04-08	2016.2	1949-01-01	12.4317963	55.85271729999999
Sjælsøvej 42	3460 Birkerød	3045e3	180	16917	5	2016-04-04	2016.2	1937-01-01	12.4567761	55.86119369999999
Bistrupvej 192	3460 Birkerød	275e4	154	17857	5	2016-04-03	2016.2	1928-01-01	12.418916	55.822115
Biskop Svanes Vej 53	3460 Birkerød	455e4	170	26765	6	2016-04-03	2016.2	1898-01-01	12.450602	55.8468
Sækkedammen 8A	3460 Birkerød	4125e3	136	30331	4	2016-04-01	2016.2	1975-01-01	12.442766	55.847281
Henrik Thomsens Vej 12	3460 Birkerød	455e4	175	26e3	4	2016-03-31	2016.1	1973-01-01	12.421213	55.842991
Kajerødvej 91	3460 Birkerød	58e5	223	26009	8	2016-03-28	2016.1	1944-01-01	12.4211828	55.8388946
Grøndalsvænge 3B	3460 Birkerød	42e5	180	23333	6	2016-03-23	2016.1	1984-01-01	12.4285218	55.8598811
Kajerødvej 107	3460 Birkerød	377e4	117	32222	4	2016-03-21	2016.1	1966-01-01	12.4200909	55.8365403
Herman Bangs Vej 18	3460 Birkerød	41e5	179	22905	7	2016-03-18	2016.1	1970-01-01	12.462982	55.862358
Bregnerødvej 50	3460 Birkerød	265e4	180	14722	6	2016-03-17	2016.1	2016-01-01	12.417572	55.83865100000001
Vagtelvej 13	3460 Birkerød	62e5	189	32804	5	2016-03-17	2016.1	2008-01-01	12.444763	55.84745
Skovgårdskrogen 9	3460 Birkerød	29e5	122	23770	4	2016-03-16	2016.1	1960-01-01	12.4266438	55.8320419
Valdemar Rørdams Vej 7	3460 Birkerød	6625e3	202	32797	7	2016-03-16	2016.1	1996-01-01	12.4582937	55.8625857
Rolighedsvej 33	3460 Birkerød	4995e3	161	31025	6	2016-03-16	2016.1	1941-01-01	12.4264301	55.84461599999999
Bistrupvej 83A	3460 Birkerød	359e4	108	33241	4	2016-03-16	2016.1	1960-01-01	12.43076	55.83128900000001
Damgårdsvej 11A	3460 Birkerød	88e5	185	47568	7	2016-03-13	2016.1	1940-01-01	12.425252	55.817713
Kajerødvej 148	3460 Birkerød	37e5	170	21765	5	2016-03-11	2016.1	1967-01-01	12.417304	55.83578199999999
Ferskengangen 21	3460 Birkerød	4505e3	170	26500	6	2016-03-09	2016.1	1967-01-01	12.423107	55.821827999999996
Høbjergkrogen 3	3460 Birkerød	4225e3	172	24564	5	2016-03-07	2016.1	1967-01-01	12.439345	55.845102
Lindevangsvej 7	3460 Birkerød	49e5	116	42241	5	2016-03-06	2016.1	1951-01-01	12.422544	55.8356874
Ludvig Jensens Vej 7D	3460 Birkerød	415e4	110	37727	4	2016-03-03	2016.1	1965-01-01	12.414356	55.844612
Lindebakken 9	3460 Birkerød	475e4	158	30063	5	2016-03-01	2016.1	1985-01-01	12.429432	55.81947599999999
Kajerødgade 9	3460 Birkerød	346e4	167	20719	5	2016-03-01	2016.1	1958-01-01	12.4262852	55.846778
Damgårdsvej 35	3460 Birkerød	7245e3	233	31094	5	2016-02-28	2016.1	1972-01-01	12.422506	55.818985
Teglværksvej 6B	3460 Birkerød	365e4	109	33486	5	2016-02-24	2016.1	1986-01-01	12.411215	55.845778
Biskop Svanes Vej 24A	3460 Birkerød	557e4	164	33963	6	2016-02-22	2016.1	1966-01-01	12.444529	55.845892
Nyvej 8	3460 Birkerød	5585e3	196	28495	5	2016-02-22	2016.1	1905-01-01	12.425129	55.83955599999999
Solbjærget 28	3460 Birkerød	53e5	144	36806	6	2016-02-19	2016.1	1952-01-01	12.4318018	55.8567305
Munkerisparken 39	3460 Birkerød	48e5	179	26816	5	2016-02-18	2016.1	1975-01-01	12.4199814	55.8345736
Lerbakken 6	3460 Birkerød	36e5	214	16822	8	2016-02-16	2016.1	1961-01-01	12.4178361	55.84644669999999
Bistrupgårdsvej 29	3460 Birkerød	295e4	102	28922	4	2016-02-13	2016.1	1960-01-01	12.44002	55.827065
Søvang 26	3460 Birkerød	355e4	130	27308	5	2016-02-12	2016.1	1964-01-01	12.445556	55.85550199999999
Kajerødvej 136	3460 Birkerød	33e5	135	24444	4	2016-02-11	2016.1	1966-01-01	12.419114	55.836379
Søvang 17	3460 Birkerød	393e4	120	32750	4	2016-02-10	2016.1	1965-01-01	12.445449	55.85592699999999
