street	city	price	sqms	sqmp	rooms	dos	qos	yoc
Søvej 27	2840 Holte	1e7	218	45872	11	2015-03-02	2015.1	1918-01-01
Pilekæret 39	2840 Holte	38e5	164	23171	4	2015-03-01	2015.1	1977-01-01
Søllerødgårdsvej 46	2840 Holte	5825e3	192	30339	7	2015-02-27	2015.1	1959-01-01
Gl.Dronninggrd.Alle 7	2840 Holte	85e5	288	29514	7	2015-02-23	2015.1	1916-01-01
Skodsborgvej 123	2840 Holte	425e4	146	29110	6	2015-02-19	2015.1	1800-01-01
Vestre Paradisvej 42	2840 Holte	195e4	128	15234	6	2015-02-19	2015.1	1922-01-01
Pindehuggervang 9	2840 Holte	375e4	126	29762	4	2015-02-17	2015.1	1959-01-01
Vasevej 6B	2840 Holte	3102500	159	19513	7	2015-02-13	2015.1	1920-01-01
Parcelvej 6	2840 Holte	577e4	153	37712	4	2015-02-12	2015.1	1921-01-01
Nøddegangen 10	2840 Holte	11125e3	268	41511	6	2015-02-09	2015.1	2009-01-01
Gl.Holte Gade 22	2840 Holte	325e4	222	14640	5	2015-02-09	2015.1	1917-01-01
Søllerødvej 106A	2840 Holte	645e4	191	33770	5	2015-02-08	2015.1	1972-01-01
Østre Paradisvej 26A	2840 Holte	305e4	165	18485	5	2015-02-05	2015.1	2016-01-01
Oksemosen 1	2840 Holte	4e6	167	23952	5	2015-02-02	2015.1	1975-01-01
Vestre Paradisvej 47	2840 Holte	485e4	162	29938	5	2015-01-30	2015.1	1979-01-01
Gl.Dronninggrd.Alle 18	2840 Holte	93e5	199	46734	7	2015-01-30	2015.1	1916-01-01
Attemosevej 82B	2840 Holte	42e5	262	16031	7	2015-01-29	2015.1	1968-01-01
Skodsborgvej 144B	2840 Holte	38e5	220	17273	6	2015-01-28	2015.1	1976-01-01
Helgasvej 18	2840 Holte	4795e3	163	29417	5	2015-01-28	2015.1	1962-01-01
Nøddegangen 7	2840 Holte	553e4	198	27929	7	2015-01-20	2015.1	1953-01-01
Søllerødgårdsvej 48	2840 Holte	47e5	227	20705	7	2015-01-15	2015.1	2016-01-01
Krogholmen 3	2840 Holte	91e5	343	26531	9	2015-01-14	2015.1	1956-01-01
Østre Paradisvej 10	2840 Holte	29e5	211	13744	6	2015-01-14	2015.1	2017-01-01
Vejlesøvej 39B	2840 Holte	5e6	135	37037	5	2015-01-08	2015.1	1953-01-01
Granstuevej 4	2840 Holte	545e4	165	33030	5	2015-01-05	2015.1	1961-01-01
Skovly Mark 40	2840 Holte	32e5	170	18824	5	2014-12-19	2014.4	2016-01-01
Vejlesøvej 32	2840 Holte	36e4	291	1237	6	2014-12-19	2014.4	1953-01-01
Paradiskrogen 9	2840 Holte	83e5	256	32422	7	2014-12-17	2014.4	2005-01-01
Vejdammen 18	2840 Holte	45e5	198	22727	5	2014-12-14	2014.4	1973-01-01
Søvej 31	2840 Holte	118e5	228	51754	6	2014-12-12	2014.4	1909-01-01
Høje Sandbjergvej 11A	2840 Holte	515e4	192	26823	7	2014-12-11	2014.4	1951-01-01
Bakkefaldet 7	2840 Holte	44e5	158	27848	6	2014-12-11	2014.4	1972-01-01
Toftevej 8B	2840 Holte	862500	166	5196	7	2014-12-07	2014.4	1959-01-01
Øverødvej 67B	2840 Holte	3295e3	142	23204	5	2014-12-07	2014.4	1966-01-01
Rønnebærvej 108	2840 Holte	6325e3	188	33644	6	2014-12-05	2014.4	1955-01-01
Kongevejen 493	2840 Holte	366e4	184	19891	5	2014-12-03	2014.4	1902-01-01
Vasevej 45	2840 Holte	614e4	197	31168	6	2014-11-28	2014.4	1967-01-01
Egebækvej 23	2840 Holte	35e5	135	25926	5	2014-11-27	2014.4	1962-01-01
Kollemosevej 16A	2840 Holte	66e5	194	34021	7	2014-11-23	2014.4	1972-01-01
Skovlybakken 8	2840 Holte	4375e3	146	29966	7	2014-11-19	2014.4	1962-01-01
Kongevejen 451C	2840 Holte	3825e3	159	24057	4	2014-11-19	2014.4	1970-01-01
Rudegårds Alle 43	2840 Holte	5e6	234	21368	6	2014-11-15	2014.4	1963-01-01
Kastanievej 30	2840 Holte	4525e3	122	37090	5	2014-11-14	2014.4	1945-01-01
Annasvej 3	2840 Holte	5995e3	176	34062	7	2014-11-11	2014.4	1908-01-01
Pindehuggervang 11C	2840 Holte	465e4	151	30795	4	2014-11-06	2014.4	1985-01-01
Mothsvej 79	2840 Holte	595e4	177	33616	6	2014-11-03	2014.4	1910-01-01
Rudegårds Alle 7C	2840 Holte	355e4	164	21646	5	2014-11-03	2014.4	1945-01-01
Attemosevej 45	2840 Holte	435e4	145	3e4	6	2014-10-31	2014.4	1966-01-01
Skovskellet 9	2840 Holte	103e5	335	30746	9	2014-10-31	2014.4	1953-01-01
Vejlesøvej 37B	2840 Holte	445e4	133	33459	4	2014-10-30	2014.4	1980-01-01
Vasevej 51	2840 Holte	3795e3	133	28534	4	2014-10-30	2014.4	1921-01-01
Attemosevej 18A	2840 Holte	49e5	165	29697	5	2014-10-28	2014.4	1979-01-01
Søllerødvej 116	2840 Holte	505e4	150	33667	5	2014-10-26	2014.4	1961-01-01
Kildeåsen 7	2840 Holte	59e5	241	24481	5	2014-10-25	2014.4	1988-01-01
Søvej 39	2840 Holte	10995e3	214	51379	7	2014-10-24	2014.4	1902-01-01
Rudersdalsvej 55	2840 Holte	6525e3	205	31829	7	2014-10-19	2014.4	1957-01-01
Søllerødvej 90A	2840 Holte	64e5	181	35359	5	2014-10-17	2014.4	1977-01-01
Borgm.Schneiders Vej 99	2840 Holte	3995e3	118	33856	5	2014-10-16	2014.4	1960-01-01
Oksemosen 9	2840 Holte	453e4	167	27126	6	2014-10-14	2014.4	1972-01-01
Vejlesøvej 21	2840 Holte	75e5	266	28195	4	2014-10-14	2014.4	1934-01-01
Gl.Holtetoften 7	2840 Holte	39e5	162	24074	6	2014-09-30	2014.3	1978-01-01
Rudersdalsvej 82	2840 Holte	355e4	161	22050	5	2014-09-29	2014.3	1931-01-01
Østre Paradisvej 61	2840 Holte	305e4	113	26991	3	2014-09-29	2014.3	1923-01-01
Attemosevej 11	2840 Holte	52e5	195	26667	8	2014-09-28	2014.3	1948-01-01
Kastanievej 33	2840 Holte	445e4	148	30068	4	2014-09-27	2014.3	1900-01-01
Nøddegangen 5	2840 Holte	8995e3	260	34596	7	2014-09-26	2014.3	1957-01-01
Mothsvej 67A	2840 Holte	5e6	162	30864	5	2014-09-24	2014.3	1954-01-01
Vangebovej 57	2840 Holte	61e5	203	30049	7	2014-09-24	2014.3	1956-01-01
Fyrresvinget 5	2840 Holte	1e5	207	483	6	2014-09-20	2014.3	1963-01-01
Skodsborgvej 148A	2840 Holte	3085e3	204	15123	4	2014-09-16	2014.3	2016-01-01
Vejlesøvej 25	2840 Holte	67e5	177	37853	6	2014-08-28	2014.3	1912-01-01
Dronninggårds Alle 91	2840 Holte	665e4	196	33929	8	2014-08-26	2014.3	1959-01-01
Vangebovej 46	2840 Holte	34e5	103	33010	4	2014-08-26	2014.3	1949-01-01
Vængestien 8	2840 Holte	5425e3	186	29167	5	2014-08-26	2014.3	1971-01-01
Gl.Øverødvej 7	2840 Holte	2925e3	222	13176	6	2014-08-25	2014.3	2016-01-01
Højbjerggårdsvej 24	2840 Holte	705e4	184	38315	5	2014-08-21	2014.3	1975-01-01
Geelsvej 7	2840 Holte	67e5	186	36022	6	2014-08-20	2014.3	1921-01-01
Gammel Holtevej 121	2840 Holte	13e5	250	5200	6	2014-08-15	2014.3	2016-01-01
Gammel Holtevej 123	2840 Holte	13e5	250	5200	6	2014-08-13	2014.3	2014-01-01
Kong Valdemars Vej 21B	2840 Holte	25e5	177	14124	4	2014-08-11	2014.3	1960-01-01
Nordre Paradisvej 4	2840 Holte	6175e3	190	32500	7	2014-08-05	2014.3	1915-01-01
Lyngbakkevej 15	2840 Holte	4495e3	120	37458	5	2014-08-01	2014.3	1959-01-01
Skodsborgvej 125B	2840 Holte	46e5	177	25989	5	2014-07-28	2014.3	1978-01-01
Grünersvej 7	2840 Holte	49e5	281	17438	8	2014-07-27	2014.3	1915-01-01
Kikhanebakken 16	2840 Holte	102e5	283	36042	9	2014-07-21	2014.3	1906-01-01
Solbakken 37	2840 Holte	66e5	232	28448	7	2014-07-18	2014.3	1933-01-01
Bjerggårdsvænget 15	2840 Holte	38e5	154	24675	6	2014-07-16	2014.3	1969-01-01
Skovly Mark 4	2840 Holte	428e4	152	28158	4	2014-07-15	2014.3	1962-01-01
Skovskellet 15	2840 Holte	475e4	127	37402	4	2014-07-14	2014.3	1947-01-01
Kollemosevej 33C	2840 Holte	395e4	140	28214	4	2014-07-14	2014.3	1966-01-01
Valdkær 11	2840 Holte	435e4	116	37500	5	2014-07-11	2014.3	1959-01-01
Øverødvej 71	2840 Holte	335e4	134	25e3	8	2014-07-09	2014.3	1898-01-01
Kikhanebakken 70	2840 Holte	4375e3	154	28409	5	2014-07-06	2014.3	1973-01-01
Bøgholmen 7	2840 Holte	375e4	120	31250	4	2014-07-02	2014.3	1963-01-01
Nordskrænten 10	2840 Holte	34e5	104	32692	3	2014-07-01	2014.3	1961-01-01
Vejdammen 85	2840 Holte	275e4	146	18836	7	2014-07-01	2014.3	1969-01-01
Højleddet 56	2840 Holte	34e5	146	23288	5	2014-06-19	2014.2	1970-01-01
Borgm.Schneiders Vej 83	2840 Holte	435e4	145	3e4	5	2014-06-17	2014.2	1963-01-01
Arnevangen 8	2840 Holte	4295e3	239	17971	6	2014-06-15	2014.2	2016-01-01
Højleddet 61	2840 Holte	3525e3	149	23658	5	2014-06-13	2014.2	1968-01-01
Vejlesøvej 68	2840 Holte	82e5	456	17982	14	2014-06-12	2014.2	1898-01-01
Søllerødvej 88B	2840 Holte	54e5	209	25837	7	2014-06-11	2014.2	1964-01-01
Ørnebakken 51	2840 Holte	395e4	131	30153	5	2014-06-10	2014.2	1971-01-01
Poppel Alle 11	2840 Holte	62e5	151	41060	5	2014-06-09	2014.2	1920-01-01
Hyldehegnet 5	2840 Holte	4895e3	236	20742	6	2014-05-30	2014.2	1973-01-01
Gammel Holtevej 94B	2840 Holte	5275e3	228	23136	7	2014-05-28	2014.2	1977-01-01
Søbakkevej 7	2840 Holte	3475e3	108	32176	5	2014-05-27	2014.2	1877-01-01
Skovagervej 6	2840 Holte	465e4	225	20667	5	2014-05-24	2014.2	2015-01-01
Gl.Holte Gade 24	2840 Holte	2825e3	84	33631	3	2014-05-15	2014.2	1959-01-01
Dronninggårds Alle 89	2840 Holte	55e5	132	41667	6	2014-05-15	2014.2	1908-01-01
Paradishegnet 5	2840 Holte	8e6	180	44444	4	2014-05-14	2014.2	1975-01-01
Geelsmark 11	2840 Holte	65e5	192	33854	5	2014-05-14	2014.2	1956-01-01
Vidnæsdal 8	2840 Holte	4775e3	203	23522	6	2014-05-12	2014.2	1969-01-01
Græsdammen 23	2840 Holte	535e4	214	25e3	8	2014-05-10	2014.2	1977-01-01
Pindehuggervang 17	2840 Holte	625e4	175	35714	4	2014-05-09	2014.2	1975-01-01
Rudeskrænten 3	2840 Holte	495e4	155	31935	4	2014-05-06	2014.2	1969-01-01
Borgm.Schneiders Vej 103	2840 Holte	4595e3	152	30230	5	2014-05-05	2014.2	1971-01-01
Mothsvej 64	2840 Holte	415e4	109	38073	4	2014-05-04	2014.2	1957-01-01
Toftevej 6	2840 Holte	46e5	241	19087	8	2014-05-01	2014.2	1948-01-01
Arnevangen 21	2840 Holte	48e5	174	27586	7	2014-05-01	2014.2	1958-01-01
Morlenesvej 17	2840 Holte	905e4	189	47884	6	2014-04-30	2014.2	1906-01-01
Lyngbakkevej 7	2840 Holte	458200	223	2055	9	2014-04-30	2014.2	1971-01-01
Geelsvej 13	2840 Holte	6285e3	160	39281	5	2014-04-29	2014.2	1907-01-01
Kong Valdemars Vej 20A	2840 Holte	5495e3	126	43611	5	2014-04-29	2014.2	1954-01-01
Frederikslundsvej 29	2840 Holte	4837500	194	24936	5	2014-04-24	2014.2	2015-01-01
Landsebakken 10	2840 Holte	46e5	130	35385	5	2014-04-23	2014.2	1955-01-01
Pile Alle 3	2840 Holte	57e5	127	44882	6	2014-04-21	2014.2	1966-01-01
Kildevej 6	2840 Holte	4825e3	131	36832	7	2014-04-16	2014.2	1877-01-01
Skovskellet 23	2840 Holte	635e4	140	45357	5	2014-04-15	2014.2	1923-01-01
Gammel Holtevej 102C	2840 Holte	5425e3	248	21875	6	2014-04-10	2014.2	1977-01-01
Vejlemosevej 8B	2840 Holte	4995e3	144	34688	4	2014-03-26	2014.1	1988-01-01
Geelsmark 22	2840 Holte	52e5	172	30233	6	2014-03-22	2014.1	1955-01-01
Lyngbakkevej 9	2840 Holte	77e4	169	4556	6	2014-03-20	2014.1	1957-01-01
Frederikslundsvej 7	2840 Holte	835e4	141	59220	4	2014-03-15	2014.1	1947-01-01
Tofteåsen 9	2840 Holte	4225e3	181	23343	3	2014-03-13	2014.1	1964-01-01
Øverødvej 60	2840 Holte	3342500	173	19321	5	2014-03-03	2014.1	1929-01-01
Landsebakken 5	2840 Holte	42e5	115	36522	5	2014-03-02	2014.1	1954-01-01
Vangebovej 29	2840 Holte	33e5	100	33e3	3	2014-02-16	2014.1	1947-01-01
Geelsmark 26	2840 Holte	52e5	181	28729	6	2014-02-16	2014.1	1957-01-01
Rønnebærvej 122	2840 Holte	57e5	131	43511	5	2014-02-14	2014.1	1923-01-01
Bakkefaldet 54	2840 Holte	48e5	227	21145	7	2014-02-11	2014.1	1967-01-01
Malmmosevej 46	2840 Holte	61e5	168	36310	5	2014-02-10	2014.1	1951-01-01
Vejlesøvej 34A	2840 Holte	893e4	191	46754	7	2014-02-09	2014.1	1953-01-01
Søllerødgårdsvej 5	2840 Holte	772e4	164	47073	7	2014-02-09	2014.1	1951-01-01
Bøgholmen 22	2840 Holte	4985e3	212	23514	7	2014-02-05	2014.1	1965-01-01
Vejlesøvej 61A	2840 Holte	4374026	129	33907	5	2014-02-05	2014.1	1947-01-01
Tesch Alle 4	2840 Holte	116e5	332	34940	9	2014-02-02	2014.1	1900-01-01
De Conincks Vej 21	2840 Holte	1955e4	329	59422	9	2014-01-31	2014.1	1900-01-01
Fredsvej 7	2840 Holte	805e4	290	27759	10	2014-01-31	2014.1	1962-01-01
Attemosevej 5	2840 Holte	4995e3	126	39643	5	2014-01-29	2014.1	1949-01-01
Søllerødgårdsvej 9	2840 Holte	252e4	148	17027	5	2014-01-29	2014.1	1913-01-01
Kikhanebakken 22	2840 Holte	45e5	180	25e3	4	2014-01-21	2014.1	1972-01-01
Vejlesøvej 112	2840 Holte	8375e3	193	43394	4	2014-01-17	2014.1	1946-01-01
Skovskellet 33A	2840 Holte	45e5	164	27439	7	2014-01-13	2014.1	1936-01-01
Højbjerggårdsvej 26	2840 Holte	465e4	176	26420	7	2014-01-13	2014.1	1969-01-01
Østre Paradisvej 63	2840 Holte	55e5	159	34591	4	2014-01-08	2014.1	1965-01-01
Lyngbakkevej 29	2840 Holte	44e5	112	39286	4	2014-01-02	2014.1	1984-01-01
