street	city	price	sqms	sqmp	rooms	dos	qos	yoc	lon	lat
Vidnæsdal 21	2840 Holte	6e6	264	22727	8	2015-06-01	2015.2	1961-01-01	12.505779	55.83820799999999
Vængestien 3	2840 Holte	455e4	142	32042	5	2015-05-29	2015.2	1960-01-01	12.480331	55.828249
Vestre Paradisvej 44	2840 Holte	63e5	150	42e3	6	2015-05-29	2015.2	2013-01-01	12.482491	55.820618
Valdkær 9	2840 Holte	44e5	154	28571	8	2015-05-28	2015.2	1960-01-01	12.479157	55.819228
Søbakkevej 16B	2840 Holte	81e5	114	71053	6	2015-05-27	2015.2	1951-01-01	12.490898	55.81623399999999
Gammel Holtevej 55	2840 Holte	39e5	133	29323	5	2015-05-27	2015.2	1923-01-01	12.512028	55.835566
Rudersdalsvej 56A	2840 Holte	4995e3	154	32435	5	2015-05-27	2015.2	1954-01-01	12.479009	55.817749
Hanne Nielsens Vej 6	2840 Holte	295e4	156	18910	4	2015-05-27	2015.2	2016-01-01	12.4864281	55.8203821
Græsdammen 5	2840 Holte	77e5	340	22647	8	2015-05-26	2015.2	1974-01-01	12.510956	55.839085
Vasevej 8B	2840 Holte	485e4	182	26648	4	2015-05-25	2015.2	1974-01-01	12.458084	55.827403
Nøddegangen 9	2840 Holte	735e4	225	32667	7	2015-05-21	2015.2	1956-01-01	12.5061722	55.814571
Rudegårds Alle 12A	2840 Holte	71e5	198	35859	6	2015-05-21	2015.2	1918-01-01	12.459662	55.82431099999999
Morlenesvej 22	2840 Holte	103e5	294	35034	7	2015-05-20	2015.2	1927-01-01	12.475861	55.813073
Borgm.Schneiders Vej 53	2840 Holte	628e4	176	35682	8	2015-05-20	2015.2	1966-01-01	12.4890701	55.8246678
Havrevænget 9	2840 Holte	455e4	169	26923	6	2015-05-19	2015.2	1968-01-01	12.510766	55.836977
Malmmosevej 11	2840 Holte	75e5	110	68182	6	2015-05-18	2015.2	1952-01-01	12.46087	55.80070199999999
Dronninggårds Alle 63	2840 Holte	169e5	278	60791	5	2015-05-14	2015.2	1905-01-01	12.457998	55.809351
De Conincks Vej 15	2840 Holte	1755e4	329	53343	11	2015-05-13	2015.2	1972-01-01	12.4602039	55.808668
Borgm.Schneiders Vej 51	2840 Holte	69e5	179	38547	6	2015-05-12	2015.2	1961-01-01	12.4891326	55.82448540000001
Vejdammen 96	2840 Holte	265e4	144	18403	5	2015-05-12	2015.2	1970-01-01	12.5100186	55.8423424
Vejlemosevej 14B	2840 Holte	595e4	162	36728	5	2015-05-11	2015.2	1965-01-01	12.454265	55.802542
Søbrinken 6	2840 Holte	183e5	167	109581	4	2015-05-11	2015.2	1959-01-01	12.459465	55.813652
Vestre Paradisvej 157	2840 Holte	661e4	179	36927	6	2015-05-06	2015.2	1982-01-01	12.478112	55.828447
Frederikslundsvej 35	2840 Holte	875e4	161	54348	6	2015-05-06	2015.2	1925-01-01	12.461521	55.81450299999999
Kong Valdemars Vej 22A	2840 Holte	52e5	180	28889	5	2015-04-30	2015.2	1982-01-01	12.5125943	55.815675
Carlsmindevej 22	2840 Holte	84e5	260	32308	7	2015-04-28	2015.2	1946-01-01	12.4941425	55.809713
Øverødvej 106	2840 Holte	51e5	208	24519	7	2015-04-28	2015.2	1961-01-01	12.493362	55.818771
Søndre Paradisvej 21	2840 Holte	2735e3	166	16476	5	2015-04-27	2015.2	2016-01-01	12.4828426	55.81914279999999
Poppel Alle 10	2840 Holte	785e4	154	50974	6	2015-04-21	2015.2	1911-01-01	12.478009	55.814774
Rudegårds Alle 8	2840 Holte	62e5	212	29245	7	2015-04-21	2015.2	1917-01-01	12.460557	55.824321
Vejlevangen 5	2840 Holte	45e5	106	42453	5	2015-04-17	2015.2	1952-01-01	12.454734	55.803509
Sydskrænten 15	2840 Holte	48e5	163	29448	7	2015-04-16	2015.2	1957-01-01	12.49584	55.818269
Skovmindevej 15	2840 Holte	1025e4	145	70690	4	2015-04-14	2015.2	1965-01-01	12.454766	55.80711299999999
Borgm.Schneiders Vej 73	2840 Holte	4795e3	167	28713	5	2015-04-13	2015.2	1961-01-01	12.487587	55.826515
Skovlybakken 21	2840 Holte	5225e3	176	29688	8	2015-04-12	2015.2	1962-01-01	12.4911536	55.8218554
Søbakkevej 17	2840 Holte	485e4	174	27874	7	2015-04-08	2015.2	1957-01-01	12.492138	55.817062
Dronninggårds Alle 107	2840 Holte	9e6	204	44118	6	2015-04-07	2015.2	1935-01-01	12.447597	55.807108
Skovmindevej 21	2840 Holte	134e5	251	53386	7	2015-04-06	2015.2	1918-01-01	12.453445	55.80698
Trendetoften 9	2840 Holte	375e4	128	29297	5	2015-03-25	2015.1	1958-01-01	12.493095	55.817763
Rudehøj Park 1	2840 Holte	35e5	115	30435	4	2015-03-22	2015.1	1995-01-01	12.461107	55.826014
Skodsborgvej 134	2840 Holte	395e4	140	28214	4	2015-03-19	2015.1	1961-01-01	12.5032689	55.8046897
Morlenesvej 6	2840 Holte	7275e3	282	25798	11	2015-03-18	2015.1	1927-01-01	12.4728929	55.812563
Vejlegårdsvej 4	2840 Holte	525e4	182	28846	5	2015-03-17	2015.1	1961-01-01	12.483478	55.816472
Søbakkevej 15	2840 Holte	8995e3	218	41261	6	2015-03-17	2015.1	1932-01-01	12.491723	55.817056
Nordre Paradisvej 5B	2840 Holte	54e5	198	27273	6	2015-03-16	2015.1	1955-01-01	12.4819	55.824366
Højleddet 21	2840 Holte	5e6	234	21368	6	2015-03-12	2015.1	1994-01-01	12.508066	55.836983
Bøgholmen 18	2840 Holte	59e5	164	35976	5	2015-03-12	2015.1	1963-01-01	12.4874879	55.8242985
Borgm.Schneiders Vej 34	2840 Holte	41e5	145	28276	5	2015-03-11	2015.1	1963-01-01	12.4899044	55.8225478
Rønnebærvej 121	2840 Holte	43e5	126	34127	5	2015-03-11	2015.1	1962-01-01	12.457626	55.82620199999999
Margrethevej 28	2840 Holte	62e5	175	35429	7	2015-03-09	2015.1	1929-01-01	12.4746358	55.8154593
Dronninggårds Alle 115	2840 Holte	8675e3	212	40920	8	2015-03-08	2015.1	1948-01-01	12.4459128	55.8069865
Søllerødvej 17	2840 Holte	35e5	153	22876	6	2015-03-05	2015.1	1827-01-01	12.4939539	55.81253049999999
Skovgærdet 14	2840 Holte	5e6	161	31056	6	2015-03-05	2015.1	1983-01-01	12.478221	55.811783
Vangebovej 6	2840 Holte	63e5	150	42e3	4	2015-03-04	2015.1	1955-01-01	12.493536	55.8092005
Søvej 27	2840 Holte	1e7	218	45872	11	2015-03-02	2015.1	1918-01-01	12.4855704	55.812416
Pilekæret 39	2840 Holte	38e5	164	23171	4	2015-03-01	2015.1	1977-01-01	12.521448	55.828427
Søllerødgårdsvej 46	2840 Holte	5825e3	192	30339	7	2015-02-27	2015.1	1959-01-01	12.5075949	55.8114624
Gl.Dronninggrd.Alle 7	2840 Holte	85e5	288	29514	7	2015-02-23	2015.1	1916-01-01	12.466119	55.811622
Skodsborgvej 123	2840 Holte	425e4	146	29110	6	2015-02-19	2015.1	1800-01-01	12.500949	55.803864
Vestre Paradisvej 42	2840 Holte	195e4	128	15234	6	2015-02-19	2015.1	1922-01-01	12.482358	55.820379
Pindehuggervang 9	2840 Holte	375e4	126	29762	4	2015-02-17	2015.1	1959-01-01	12.479381	55.82602
Vasevej 6B	2840 Holte	3102500	159	19513	7	2015-02-13	2015.1	1920-01-01	12.458213	55.827966
Parcelvej 6	2840 Holte	577e4	153	37712	4	2015-02-12	2015.1	1921-01-01	12.4483789	55.806924
Nøddegangen 10	2840 Holte	11125e3	268	41511	6	2015-02-09	2015.1	2009-01-01	12.506476	55.81437
Gl.Holte Gade 22	2840 Holte	325e4	222	14640	5	2015-02-09	2015.1	1917-01-01	12.5165738	55.8320866
Søllerødvej 106A	2840 Holte	645e4	191	33770	5	2015-02-08	2015.1	1972-01-01	12.5102996	55.8128288
Østre Paradisvej 26A	2840 Holte	305e4	165	18485	5	2015-02-05	2015.1	2016-01-01	12.4865903	55.8191431
Oksemosen 1	2840 Holte	4e6	167	23952	5	2015-02-02	2015.1	1975-01-01	12.492563	55.825052
Vestre Paradisvej 47	2840 Holte	485e4	162	29938	5	2015-01-30	2015.1	1979-01-01	12.4818477	55.82015380000001
Gl.Dronninggrd.Alle 18	2840 Holte	93e5	199	46734	7	2015-01-30	2015.1	1916-01-01	12.465183	55.811684
Attemosevej 82B	2840 Holte	42e5	262	16031	7	2015-01-29	2015.1	1968-01-01	12.5135948	55.81872440000001
Skodsborgvej 144B	2840 Holte	38e5	220	17273	6	2015-01-28	2015.1	1976-01-01	12.505873	55.805009
Helgasvej 18	2840 Holte	4795e3	163	29417	5	2015-01-28	2015.1	1962-01-01	12.467218	55.816967
Nøddegangen 7	2840 Holte	553e4	198	27929	7	2015-01-20	2015.1	1953-01-01	12.5059964	55.8143571
Søllerødgårdsvej 48	2840 Holte	47e5	227	20705	7	2015-01-15	2015.1	2016-01-01	12.5079844	55.8114062
Krogholmen 3	2840 Holte	91e5	343	26531	9	2015-01-14	2015.1	1956-01-01	12.446329	55.806307
Østre Paradisvej 10	2840 Holte	29e5	211	13744	6	2015-01-14	2015.1	2017-01-01	12.4857034	55.8179611
Vejlesøvej 39B	2840 Holte	5e6	135	37037	5	2015-01-08	2015.1	1953-01-01	12.4561119	55.804108
Granstuevej 4	2840 Holte	545e4	165	33030	5	2015-01-05	2015.1	1961-01-01	12.483722	55.8197527
Skovly Mark 40	2840 Holte	32e5	170	18824	5	2014-12-19	2014.4	2016-01-01	12.491908	55.823048
Vejlesøvej 32	2840 Holte	36e4	291	1237	6	2014-12-19	2014.4	1953-01-01	12.467204	55.806772
Paradiskrogen 9	2840 Holte	83e5	256	32422	7	2014-12-17	2014.4	2005-01-01	12.479258	55.822678
Vejdammen 18	2840 Holte	45e5	198	22727	5	2014-12-14	2014.4	1973-01-01	12.5143039	55.836346
Søvej 31	2840 Holte	118e5	228	51754	6	2014-12-12	2014.4	1909-01-01	12.4862662	55.8125946
Høje Sandbjergvej 11A	2840 Holte	515e4	192	26823	7	2014-12-11	2014.4	1951-01-01	12.499833	55.83942
Bakkefaldet 7	2840 Holte	44e5	158	27848	6	2014-12-11	2014.4	1972-01-01	12.503636	55.84102
Toftevej 8B	2840 Holte	862500	166	5196	7	2014-12-07	2014.4	1959-01-01	12.466194	55.81839
Øverødvej 67B	2840 Holte	3295e3	142	23204	5	2014-12-07	2014.4	1966-01-01	12.4844449	55.81639
Rønnebærvej 108	2840 Holte	6325e3	188	33644	6	2014-12-05	2014.4	1955-01-01	12.459016	55.824419
Kongevejen 493	2840 Holte	366e4	184	19891	5	2014-12-03	2014.4	1902-01-01	12.458966	55.82977899999999
Vasevej 45	2840 Holte	614e4	197	31168	6	2014-11-28	2014.4	1967-01-01	12.450995	55.82816
Egebækvej 23	2840 Holte	35e5	135	25926	5	2014-11-27	2014.4	1962-01-01	12.520426	55.827197
Kollemosevej 16A	2840 Holte	66e5	194	34021	7	2014-11-23	2014.4	1972-01-01	12.456833	55.801975
Skovlybakken 8	2840 Holte	4375e3	146	29966	7	2014-11-19	2014.4	1962-01-01	12.4923253	55.8210262
Kongevejen 451C	2840 Holte	3825e3	159	24057	4	2014-11-19	2014.4	1970-01-01	12.461126	55.82533
Rudegårds Alle 43	2840 Holte	5e6	234	21368	6	2014-11-15	2014.4	1963-01-01	12.4565059	55.823842
Kastanievej 30	2840 Holte	4525e3	122	37090	5	2014-11-14	2014.4	1945-01-01	12.47238	55.819348
Annasvej 3	2840 Holte	5995e3	176	34062	7	2014-11-11	2014.4	1908-01-01	12.472742	55.814986
Pindehuggervang 11C	2840 Holte	465e4	151	30795	4	2014-11-06	2014.4	1985-01-01	12.479117	55.825577
Mothsvej 79	2840 Holte	595e4	177	33616	6	2014-11-03	2014.4	1910-01-01	12.5024696	55.8049877
Rudegårds Alle 7C	2840 Holte	355e4	164	21646	5	2014-11-03	2014.4	1945-01-01	12.4616209	55.823716
Attemosevej 45	2840 Holte	435e4	145	3e4	6	2014-10-31	2014.4	1966-01-01	12.5071929	55.81469999999999
Skovskellet 9	2840 Holte	103e5	335	30746	9	2014-10-31	2014.4	1953-01-01	12.498808	55.810776
Vejlesøvej 37B	2840 Holte	445e4	133	33459	4	2014-10-30	2014.4	1980-01-01	12.456606	55.804103
Vasevej 51	2840 Holte	3795e3	133	28534	4	2014-10-30	2014.4	1921-01-01	12.4500902	55.8291148
Attemosevej 18A	2840 Holte	49e5	165	29697	5	2014-10-28	2014.4	1979-01-01	12.510276	55.811887
Søllerødvej 116	2840 Holte	505e4	150	33667	5	2014-10-26	2014.4	1961-01-01	12.5016035	55.8096135
Kildeåsen 7	2840 Holte	59e5	241	24481	5	2014-10-25	2014.4	1988-01-01	12.5115264	55.8380764
Søvej 39	2840 Holte	10995e3	214	51379	7	2014-10-24	2014.4	1902-01-01	12.488491	55.8132259
Rudersdalsvej 55	2840 Holte	6525e3	205	31829	7	2014-10-19	2014.4	1957-01-01	12.480616	55.818396
Søllerødvej 90A	2840 Holte	64e5	181	35359	5	2014-10-17	2014.4	1977-01-01	12.506599	55.81236999999999
Borgm.Schneiders Vej 99	2840 Holte	3995e3	118	33856	5	2014-10-16	2014.4	1960-01-01	12.482709	55.826806
Oksemosen 9	2840 Holte	453e4	167	27126	6	2014-10-14	2014.4	1972-01-01	12.492052	55.825723000000004
Vejlesøvej 21	2840 Holte	75e5	266	28195	4	2014-10-14	2014.4	1934-01-01	12.4606809	55.80433
Gl.Holtetoften 7	2840 Holte	39e5	162	24074	6	2014-09-30	2014.3	1978-01-01	12.5175803	55.8329784
Rudersdalsvej 82	2840 Holte	355e4	161	22050	5	2014-09-29	2014.3	1931-01-01	12.4834677	55.8178664
Østre Paradisvej 61	2840 Holte	305e4	113	26991	3	2014-09-29	2014.3	1923-01-01	12.484231	55.822744
Attemosevej 11	2840 Holte	52e5	195	26667	8	2014-09-28	2014.3	1948-01-01	12.508761	55.810843
Kastanievej 33	2840 Holte	445e4	148	30068	4	2014-09-27	2014.3	1900-01-01	12.471931	55.820395
Nøddegangen 5	2840 Holte	8995e3	260	34596	7	2014-09-26	2014.3	1957-01-01	12.5059408	55.8140292
Mothsvej 67A	2840 Holte	5e6	162	30864	5	2014-09-24	2014.3	1954-01-01	12.5019219	55.8064566
Vangebovej 57	2840 Holte	61e5	203	30049	7	2014-09-24	2014.3	1956-01-01	12.504294	55.80999
Fyrresvinget 5	2840 Holte	1e5	207	483	6	2014-09-20	2014.3	1963-01-01	12.484692	55.828072
Skodsborgvej 148A	2840 Holte	3085e3	204	15123	4	2014-09-16	2014.3	2016-01-01	12.5066372	55.8054792
Vejlesøvej 25	2840 Holte	67e5	177	37853	6	2014-08-28	2014.3	1912-01-01	12.459646	55.804359
Dronninggårds Alle 91	2840 Holte	665e4	196	33929	8	2014-08-26	2014.3	1959-01-01	12.450927	55.808111
Vangebovej 46	2840 Holte	34e5	103	33010	4	2014-08-26	2014.3	1949-01-01	12.5013594	55.8099323
Vængestien 8	2840 Holte	5425e3	186	29167	5	2014-08-26	2014.3	1971-01-01	12.481612	55.828114
Gl.Øverødvej 7	2840 Holte	2925e3	222	13176	6	2014-08-25	2014.3	2016-01-01	12.5113592	55.8259728
Højbjerggårdsvej 24	2840 Holte	705e4	184	38315	5	2014-08-21	2014.3	1975-01-01	12.494886	55.825256
Geelsvej 7	2840 Holte	67e5	186	36022	6	2014-08-20	2014.3	1921-01-01	12.463015	55.803464
Gammel Holtevej 121	2840 Holte	13e5	250	5200	6	2014-08-15	2014.3	2016-01-01	12.5018772	55.8393305
Gammel Holtevej 123	2840 Holte	13e5	250	5200	6	2014-08-13	2014.3	2014-01-01	12.501917	55.8395972
Kong Valdemars Vej 21B	2840 Holte	25e5	177	14124	4	2014-08-11	2014.3	1960-01-01	12.512488	55.817471
Nordre Paradisvej 4	2840 Holte	6175e3	190	32500	7	2014-08-05	2014.3	1915-01-01	12.481547	55.823989
Lyngbakkevej 15	2840 Holte	4495e3	120	37458	5	2014-08-01	2014.3	1959-01-01	12.511521	55.815592
Skodsborgvej 125B	2840 Holte	46e5	177	25989	5	2014-07-28	2014.3	1978-01-01	12.50123	55.804323
Grünersvej 7	2840 Holte	49e5	281	17438	8	2014-07-27	2014.3	1915-01-01	12.4710249	55.816329
Kikhanebakken 16	2840 Holte	102e5	283	36042	9	2014-07-21	2014.3	1906-01-01	12.518344	55.8266
Solbakken 37	2840 Holte	66e5	232	28448	7	2014-07-18	2014.3	1933-01-01	12.464891	55.817204
Bjerggårdsvænget 15	2840 Holte	38e5	154	24675	6	2014-07-16	2014.3	1969-01-01	12.502989	55.842001
Skovly Mark 4	2840 Holte	428e4	152	28158	4	2014-07-15	2014.3	1962-01-01	12.4932078	55.8196379
Skovskellet 15	2840 Holte	475e4	127	37402	4	2014-07-14	2014.3	1947-01-01	12.4982089	55.81035980000001
Kollemosevej 33C	2840 Holte	395e4	140	28214	4	2014-07-14	2014.3	1966-01-01	12.459324	55.799828
Valdkær 11	2840 Holte	435e4	116	37500	5	2014-07-11	2014.3	1959-01-01	12.479081	55.819455
Øverødvej 71	2840 Holte	335e4	134	25e3	8	2014-07-09	2014.3	1898-01-01	12.48498	55.816483
Kikhanebakken 70	2840 Holte	4375e3	154	28409	5	2014-07-06	2014.3	1973-01-01	12.5207856	55.8249261
Bøgholmen 7	2840 Holte	375e4	120	31250	4	2014-07-02	2014.3	1963-01-01	12.486729	55.826207
Nordskrænten 10	2840 Holte	34e5	104	32692	3	2014-07-01	2014.3	1961-01-01	12.5167053	55.83476839999999
Vejdammen 85	2840 Holte	275e4	146	18836	7	2014-07-01	2014.3	1969-01-01	12.507255	55.84323699999999
Højleddet 56	2840 Holte	34e5	146	23288	5	2014-06-19	2014.2	1970-01-01	12.5100269	55.840478
Borgm.Schneiders Vej 83	2840 Holte	435e4	145	3e4	5	2014-06-17	2014.2	1963-01-01	12.485922	55.826832
Arnevangen 8	2840 Holte	4295e3	239	17971	6	2014-06-15	2014.2	2016-01-01	12.5010363	55.810948
Højleddet 61	2840 Holte	3525e3	149	23658	5	2014-06-13	2014.2	1968-01-01	12.509724	55.841368
Vejlesøvej 68	2840 Holte	82e5	456	17982	14	2014-06-12	2014.2	1898-01-01	12.460891	55.804711
Søllerødvej 88B	2840 Holte	54e5	209	25837	7	2014-06-11	2014.2	1964-01-01	12.5058399	55.81262599999999
Ørnebakken 51	2840 Holte	395e4	131	30153	5	2014-06-10	2014.2	1971-01-01	12.517678	55.825064
Poppel Alle 11	2840 Holte	62e5	151	41060	5	2014-06-09	2014.2	1920-01-01	12.477917	55.816252
Hyldehegnet 5	2840 Holte	4895e3	236	20742	6	2014-05-30	2014.2	1973-01-01	12.512176	55.83525599999999
Gammel Holtevej 94B	2840 Holte	5275e3	228	23136	7	2014-05-28	2014.2	1977-01-01	12.505264	55.83673899999999
Søbakkevej 7	2840 Holte	3475e3	108	32176	5	2014-05-27	2014.2	1877-01-01	12.4901199	55.8168649
Skovagervej 6	2840 Holte	465e4	225	20667	5	2014-05-24	2014.2	2015-01-01	12.4999946	55.8084123
Gl.Holte Gade 24	2840 Holte	2825e3	84	33631	3	2014-05-15	2014.2	1959-01-01	12.516486	55.8322885
Dronninggårds Alle 89	2840 Holte	55e5	132	41667	6	2014-05-15	2014.2	1908-01-01	12.451764	55.808187
Paradishegnet 5	2840 Holte	8e6	180	44444	4	2014-05-14	2014.2	1975-01-01	12.479955	55.821903
Geelsmark 11	2840 Holte	65e5	192	33854	5	2014-05-14	2014.2	1956-01-01	12.45984	55.802592
Vidnæsdal 8	2840 Holte	4775e3	203	23522	6	2014-05-12	2014.2	1969-01-01	12.506802	55.836965
Græsdammen 23	2840 Holte	535e4	214	25e3	8	2014-05-10	2014.2	1977-01-01	12.508265	55.838488
Pindehuggervang 17	2840 Holte	625e4	175	35714	4	2014-05-09	2014.2	1975-01-01	12.478633	55.826409
Rudeskrænten 3	2840 Holte	495e4	155	31935	4	2014-05-06	2014.2	1969-01-01	12.4574529	55.825335
Borgm.Schneiders Vej 103	2840 Holte	4595e3	152	30230	5	2014-05-05	2014.2	1971-01-01	12.482303	55.826728
Mothsvej 64	2840 Holte	415e4	109	38073	4	2014-05-04	2014.2	1957-01-01	12.5016023	55.8060426
Toftevej 6	2840 Holte	46e5	241	19087	8	2014-05-01	2014.2	1948-01-01	12.466585	55.81828900000001
Arnevangen 21	2840 Holte	48e5	174	27586	7	2014-05-01	2014.2	1958-01-01	12.5026055	55.8110389
Morlenesvej 17	2840 Holte	905e4	189	47884	6	2014-04-30	2014.2	1906-01-01	12.475648	55.813376
Lyngbakkevej 7	2840 Holte	458200	223	2055	9	2014-04-30	2014.2	1971-01-01	12.5106007	55.81497659999999
Geelsvej 13	2840 Holte	6285e3	160	39281	5	2014-04-29	2014.2	1907-01-01	12.462016	55.803007
Kong Valdemars Vej 20A	2840 Holte	5495e3	126	43611	5	2014-04-29	2014.2	1954-01-01	12.511317	55.8164092
Frederikslundsvej 29	2840 Holte	4837500	194	24936	5	2014-04-24	2014.2	2015-01-01	12.462052	55.814191
Landsebakken 10	2840 Holte	46e5	130	35385	5	2014-04-23	2014.2	1955-01-01	12.471113	55.820895
Pile Alle 3	2840 Holte	57e5	127	44882	6	2014-04-21	2014.2	1966-01-01	12.477124	55.81363
Kildevej 6	2840 Holte	4825e3	131	36832	7	2014-04-16	2014.2	1877-01-01	12.4872556	55.81625620000001
Skovskellet 23	2840 Holte	635e4	140	45357	5	2014-04-15	2014.2	1923-01-01	12.498816	55.808915
Gammel Holtevej 102C	2840 Holte	5425e3	248	21875	6	2014-04-10	2014.2	1977-01-01	12.505225	55.83826
Vejlemosevej 8B	2840 Holte	4995e3	144	34688	4	2014-03-26	2014.1	1988-01-01	12.455292	55.802783
Geelsmark 22	2840 Holte	52e5	172	30233	6	2014-03-22	2014.1	1955-01-01	12.459243	55.802689
Lyngbakkevej 9	2840 Holte	77e4	169	4556	6	2014-03-20	2014.1	1957-01-01	12.5109725	55.815112
Frederikslundsvej 7	2840 Holte	835e4	141	59220	4	2014-03-15	2014.1	1947-01-01	12.465188	55.812646
Tofteåsen 9	2840 Holte	4225e3	181	23343	3	2014-03-13	2014.1	1964-01-01	12.506788	55.840715
Øverødvej 60	2840 Holte	3342500	173	19321	5	2014-03-03	2014.1	1929-01-01	12.4844868	55.8159703
Landsebakken 5	2840 Holte	42e5	115	36522	5	2014-03-02	2014.1	1954-01-01	12.470116	55.820284
Vangebovej 29	2840 Holte	33e5	100	33e3	3	2014-02-16	2014.1	1947-01-01	12.4986409	55.81016
Geelsmark 26	2840 Holte	52e5	181	28729	6	2014-02-16	2014.1	1957-01-01	12.4592069	55.802286
Rønnebærvej 122	2840 Holte	57e5	131	43511	5	2014-02-14	2014.1	1923-01-01	12.458359	55.825404
Bakkefaldet 54	2840 Holte	48e5	227	21145	7	2014-02-11	2014.1	1967-01-01	12.5059419	55.84054099999999
Malmmosevej 46	2840 Holte	61e5	168	36310	5	2014-02-10	2014.1	1951-01-01	12.453337	55.801075
Vejlesøvej 34A	2840 Holte	893e4	191	46754	7	2014-02-09	2014.1	1953-01-01	12.466422	55.806776
Søllerødgårdsvej 5	2840 Holte	772e4	164	47073	7	2014-02-09	2014.1	1951-01-01	12.499121	55.812844
Bøgholmen 22	2840 Holte	4985e3	212	23514	7	2014-02-05	2014.1	1965-01-01	12.4874529	55.8239054
Vejlesøvej 61A	2840 Holte	4374026	129	33907	5	2014-02-05	2014.1	1947-01-01	12.452852	55.802806
Tesch Alle 4	2840 Holte	116e5	332	34940	9	2014-02-02	2014.1	1900-01-01	12.451305	55.808955
De Conincks Vej 21	2840 Holte	1955e4	329	59422	9	2014-01-31	2014.1	1900-01-01	12.459967	55.80797399999999
Fredsvej 7	2840 Holte	805e4	290	27759	10	2014-01-31	2014.1	1962-01-01	12.447934	55.80604599999999
Attemosevej 5	2840 Holte	4995e3	126	39643	5	2014-01-29	2014.1	1949-01-01	12.508895	55.810201
Søllerødgårdsvej 9	2840 Holte	252e4	148	17027	5	2014-01-29	2014.1	1913-01-01	12.500289	55.812865
Kikhanebakken 22	2840 Holte	45e5	180	25e3	4	2014-01-21	2014.1	1972-01-01	12.519325	55.826321
Vejlesøvej 112	2840 Holte	8375e3	193	43394	4	2014-01-17	2014.1	1946-01-01	12.4525707	55.803596
Skovskellet 33A	2840 Holte	45e5	164	27439	7	2014-01-13	2014.1	1936-01-01	12.499527	55.80705099999999
Højbjerggårdsvej 26	2840 Holte	465e4	176	26420	7	2014-01-13	2014.1	1969-01-01	12.4944785	55.8256257
Østre Paradisvej 63	2840 Holte	55e5	159	34591	4	2014-01-08	2014.1	1965-01-01	12.483709	55.822804
Lyngbakkevej 29	2840 Holte	44e5	112	39286	4	2014-01-02	2014.1	1984-01-01	12.513719	55.816069
